Markers,Contig,Japan,Status,Population
1081,TRINITY_DN33742_c1_g2_i1_203,0.6875,Non-Outlier,Japan
5293,TRINITY_DN33742_c1_g2_i1_203,0.4,Non-Outlier,Philippines
9505,TRINITY_DN33742_c1_g2_i1_203,0.428571429,Non-Outlier,Indonesia
1082,TRINITY_DN33742_c1_g2_i1_366,0.9375,Non-Outlier,Japan
5294,TRINITY_DN33742_c1_g2_i1_366,0.95,Non-Outlier,Philippines
9506,TRINITY_DN33742_c1_g2_i1_366,0.928571429,Non-Outlier,Indonesia
1083,TRINITY_DN33742_c1_g2_i1_368,0.9375,Non-Outlier,Japan
5295,TRINITY_DN33742_c1_g2_i1_368,0.95,Non-Outlier,Philippines
9507,TRINITY_DN33742_c1_g2_i1_368,0.928571429,Non-Outlier,Indonesia
1084,TRINITY_DN33778_c0_g1_i1_281,0.125,Non-Outlier,Japan
5296,TRINITY_DN33778_c0_g1_i1_281,0,Non-Outlier,Philippines
9508,TRINITY_DN33778_c0_g1_i1_281,0,Non-Outlier,Indonesia
1086,TRINITY_DN33780_c0_g1_i1_259,0.875,Non-Outlier,Japan
5298,TRINITY_DN33780_c0_g1_i1_259,0.75,Non-Outlier,Philippines
9510,TRINITY_DN33780_c0_g1_i1_259,0.928571429,Non-Outlier,Indonesia
1085,TRINITY_DN33780_c0_g1_i1_94,0.375,Non-Outlier,Japan
5297,TRINITY_DN33780_c0_g1_i1_94,0.45,Non-Outlier,Philippines
9509,TRINITY_DN33780_c0_g1_i1_94,0.285714286,Non-Outlier,Indonesia
1087,TRINITY_DN33790_c0_g1_i2_413,0.125,Non-Outlier,Japan
5299,TRINITY_DN33790_c0_g1_i2_413,0,Non-Outlier,Philippines
9511,TRINITY_DN33790_c0_g1_i2_413,0,Non-Outlier,Indonesia
1088,TRINITY_DN33893_c0_g1_i1_302,1,Non-Outlier,Japan
5300,TRINITY_DN33893_c0_g1_i1_302,0.7,Non-Outlier,Philippines
9512,TRINITY_DN33893_c0_g1_i1_302,0.857142857,Non-Outlier,Indonesia
1089,TRINITY_DN33893_c0_g1_i1_922,1,Non-Outlier,Japan
5301,TRINITY_DN33893_c0_g1_i1_922,0.9,Non-Outlier,Philippines
9513,TRINITY_DN33893_c0_g1_i1_922,0.928571429,Non-Outlier,Indonesia
1090,TRINITY_DN33904_c0_g1_i1_246,0.9375,Non-Outlier,Japan
5302,TRINITY_DN33904_c0_g1_i1_246,0.9,Non-Outlier,Philippines
9514,TRINITY_DN33904_c0_g1_i1_246,0.857142857,Non-Outlier,Indonesia
1091,TRINITY_DN33904_c0_g1_i1_311,0.4375,Non-Outlier,Japan
5303,TRINITY_DN33904_c0_g1_i1_311,0.4,Non-Outlier,Philippines
9515,TRINITY_DN33904_c0_g1_i1_311,0.428571429,Non-Outlier,Indonesia
1092,TRINITY_DN33904_c0_g1_i1_362,0.1875,Non-Outlier,Japan
5304,TRINITY_DN33904_c0_g1_i1_362,0.15,Non-Outlier,Philippines
9516,TRINITY_DN33904_c0_g1_i1_362,0.071428571,Non-Outlier,Indonesia
1093,TRINITY_DN33904_c0_g1_i1_413,0.9375,Non-Outlier,Japan
5305,TRINITY_DN33904_c0_g1_i1_413,0.9,Non-Outlier,Philippines
9517,TRINITY_DN33904_c0_g1_i1_413,0.928571429,Non-Outlier,Indonesia
1094,TRINITY_DN33904_c0_g1_i1_697,0.9375,Non-Outlier,Japan
5306,TRINITY_DN33904_c0_g1_i1_697,1,Non-Outlier,Philippines
9518,TRINITY_DN33904_c0_g1_i1_697,0.928571429,Non-Outlier,Indonesia
1095,TRINITY_DN33904_c0_g1_i1_698,0.9375,Non-Outlier,Japan
5307,TRINITY_DN33904_c0_g1_i1_698,1,Non-Outlier,Philippines
9519,TRINITY_DN33904_c0_g1_i1_698,0.928571429,Non-Outlier,Indonesia
1096,TRINITY_DN33904_c0_g1_i1_701,0.9375,Non-Outlier,Japan
5308,TRINITY_DN33904_c0_g1_i1_701,1,Non-Outlier,Philippines
9520,TRINITY_DN33904_c0_g1_i1_701,0.928571429,Non-Outlier,Indonesia
1097,TRINITY_DN33922_c0_g1_i1_696,0.8125,Non-Outlier,Japan
5309,TRINITY_DN33922_c0_g1_i1_696,0.45,Non-Outlier,Philippines
9521,TRINITY_DN33922_c0_g1_i1_696,0.214285714,Non-Outlier,Indonesia
1098,TRINITY_DN33922_c0_g1_i1_708,0.9375,Non-Outlier,Japan
5310,TRINITY_DN33922_c0_g1_i1_708,0.85,Non-Outlier,Philippines
9522,TRINITY_DN33922_c0_g1_i1_708,0.928571429,Non-Outlier,Indonesia
1099,TRINITY_DN33922_c0_g1_i1_780,1,Non-Outlier,Japan
5311,TRINITY_DN33922_c0_g1_i1_780,0.95,Non-Outlier,Philippines
9523,TRINITY_DN33922_c0_g1_i1_780,0.642857143,Non-Outlier,Indonesia
1102,TRINITY_DN33929_c0_g3_i1_1510,1,Non-Outlier,Japan
5314,TRINITY_DN33929_c0_g3_i1_1510,0.75,Non-Outlier,Philippines
9526,TRINITY_DN33929_c0_g3_i1_1510,0.785714286,Non-Outlier,Indonesia
1104,TRINITY_DN33929_c0_g3_i1_1536,1,Non-Outlier,Japan
5316,TRINITY_DN33929_c0_g3_i1_1536,0.9,Non-Outlier,Philippines
9528,TRINITY_DN33929_c0_g3_i1_1536,0.857142857,Non-Outlier,Indonesia
1105,TRINITY_DN33929_c0_g3_i1_1588,0.9375,Non-Outlier,Japan
5317,TRINITY_DN33929_c0_g3_i1_1588,0.85,Non-Outlier,Philippines
9529,TRINITY_DN33929_c0_g3_i1_1588,0.642857143,Non-Outlier,Indonesia
1100,TRINITY_DN33929_c0_g3_i1_660,1,Non-Outlier,Japan
5312,TRINITY_DN33929_c0_g3_i1_660,0.95,Non-Outlier,Philippines
9524,TRINITY_DN33929_c0_g3_i1_660,0.928571429,Non-Outlier,Indonesia
1106,TRINITY_DN33978_c0_g1_i1_273,0.75,Non-Outlier,Japan
5318,TRINITY_DN33978_c0_g1_i1_273,0.65,Non-Outlier,Philippines
9530,TRINITY_DN33978_c0_g1_i1_273,0.142857143,Non-Outlier,Indonesia
1107,TRINITY_DN33978_c0_g1_i1_310,0.125,Non-Outlier,Japan
5319,TRINITY_DN33978_c0_g1_i1_310,0.05,Non-Outlier,Philippines
9531,TRINITY_DN33978_c0_g1_i1_310,0,Non-Outlier,Indonesia
1108,TRINITY_DN33978_c0_g1_i1_315,0.1875,Non-Outlier,Japan
5320,TRINITY_DN33978_c0_g1_i1_315,0.15,Non-Outlier,Philippines
9532,TRINITY_DN33978_c0_g1_i1_315,0.071428571,Non-Outlier,Indonesia
1109,TRINITY_DN33978_c0_g1_i1_385,0.375,Non-Outlier,Japan
5321,TRINITY_DN33978_c0_g1_i1_385,0.35,Non-Outlier,Philippines
9533,TRINITY_DN33978_c0_g1_i1_385,0,Non-Outlier,Indonesia
1110,TRINITY_DN33978_c0_g1_i1_477,0.875,Non-Outlier,Japan
5322,TRINITY_DN33978_c0_g1_i1_477,0.75,Non-Outlier,Philippines
9534,TRINITY_DN33978_c0_g1_i1_477,0.642857143,Non-Outlier,Indonesia
1111,TRINITY_DN33978_c0_g1_i1_492,1,Non-Outlier,Japan
5323,TRINITY_DN33978_c0_g1_i1_492,0.85,Non-Outlier,Philippines
9535,TRINITY_DN33978_c0_g1_i1_492,1,Non-Outlier,Indonesia
1112,TRINITY_DN34088_c0_g1_i1_713,0.125,Non-Outlier,Japan
5324,TRINITY_DN34088_c0_g1_i1_713,0.1,Non-Outlier,Philippines
9536,TRINITY_DN34088_c0_g1_i1_713,0,Non-Outlier,Indonesia
1113,TRINITY_DN34088_c0_g1_i1_760,0.875,Non-Outlier,Japan
5325,TRINITY_DN34088_c0_g1_i1_760,0.9,Non-Outlier,Philippines
9537,TRINITY_DN34088_c0_g1_i1_760,0.571428571,Non-Outlier,Indonesia
1120,TRINITY_DN34156_c0_g1_i1_1333,0.375,Non-Outlier,Japan
5332,TRINITY_DN34156_c0_g1_i1_1333,0.35,Non-Outlier,Philippines
9544,TRINITY_DN34156_c0_g1_i1_1333,0.285714286,Non-Outlier,Indonesia
1121,TRINITY_DN34156_c0_g1_i1_1473,0.375,Non-Outlier,Japan
5333,TRINITY_DN34156_c0_g1_i1_1473,0.3,Non-Outlier,Philippines
9545,TRINITY_DN34156_c0_g1_i1_1473,0.214285714,Non-Outlier,Indonesia
1122,TRINITY_DN34156_c0_g1_i1_1478,0.375,Non-Outlier,Japan
5334,TRINITY_DN34156_c0_g1_i1_1478,0.3,Non-Outlier,Philippines
9546,TRINITY_DN34156_c0_g1_i1_1478,0.214285714,Non-Outlier,Indonesia
1114,TRINITY_DN34156_c0_g1_i1_460,0.6875,Non-Outlier,Japan
5326,TRINITY_DN34156_c0_g1_i1_460,0.6,Non-Outlier,Philippines
9538,TRINITY_DN34156_c0_g1_i1_460,0.428571429,Non-Outlier,Indonesia
1115,TRINITY_DN34156_c0_g1_i1_478,0.375,Non-Outlier,Japan
5327,TRINITY_DN34156_c0_g1_i1_478,0.4,Non-Outlier,Philippines
9539,TRINITY_DN34156_c0_g1_i1_478,0.285714286,Non-Outlier,Indonesia
1116,TRINITY_DN34156_c0_g1_i1_508,0.5,Non-Outlier,Japan
5328,TRINITY_DN34156_c0_g1_i1_508,0.4,Non-Outlier,Philippines
9540,TRINITY_DN34156_c0_g1_i1_508,0.285714286,Non-Outlier,Indonesia
1117,TRINITY_DN34156_c0_g1_i1_551,1,Non-Outlier,Japan
5329,TRINITY_DN34156_c0_g1_i1_551,0.95,Non-Outlier,Philippines
9541,TRINITY_DN34156_c0_g1_i1_551,0.928571429,Non-Outlier,Indonesia
1118,TRINITY_DN34156_c0_g1_i1_592,0.375,Non-Outlier,Japan
5330,TRINITY_DN34156_c0_g1_i1_592,0.3,Non-Outlier,Philippines
9542,TRINITY_DN34156_c0_g1_i1_592,0.285714286,Non-Outlier,Indonesia
1119,TRINITY_DN34156_c0_g1_i1_839,0.1875,Non-Outlier,Japan
5331,TRINITY_DN34156_c0_g1_i1_839,0.15,Non-Outlier,Philippines
9543,TRINITY_DN34156_c0_g1_i1_839,0.142857143,Non-Outlier,Indonesia
1125,TRINITY_DN34170_c0_g1_i1_268,0.9375,Non-Outlier,Japan
5337,TRINITY_DN34170_c0_g1_i1_268,0.95,Non-Outlier,Philippines
9549,TRINITY_DN34170_c0_g1_i1_268,0.714285714,Non-Outlier,Indonesia
1126,TRINITY_DN34170_c0_g1_i1_308,1,Non-Outlier,Japan
5338,TRINITY_DN34170_c0_g1_i1_308,1,Non-Outlier,Philippines
9550,TRINITY_DN34170_c0_g1_i1_308,0.857142857,Non-Outlier,Indonesia
1129,TRINITY_DN34185_c0_g1_i1_1211,1,Non-Outlier,Japan
5341,TRINITY_DN34185_c0_g1_i1_1211,0.75,Non-Outlier,Philippines
9553,TRINITY_DN34185_c0_g1_i1_1211,0.928571429,Non-Outlier,Indonesia
1130,TRINITY_DN34185_c0_g1_i1_1305,1,Non-Outlier,Japan
5342,TRINITY_DN34185_c0_g1_i1_1305,0.7,Non-Outlier,Philippines
9554,TRINITY_DN34185_c0_g1_i1_1305,0.642857143,Non-Outlier,Indonesia
1131,TRINITY_DN34185_c0_g1_i1_1315,0.875,Non-Outlier,Japan
5343,TRINITY_DN34185_c0_g1_i1_1315,0.85,Non-Outlier,Philippines
9555,TRINITY_DN34185_c0_g1_i1_1315,0.857142857,Non-Outlier,Indonesia
1132,TRINITY_DN34185_c0_g1_i1_1316,1,Non-Outlier,Japan
5344,TRINITY_DN34185_c0_g1_i1_1316,0.95,Non-Outlier,Philippines
9556,TRINITY_DN34185_c0_g1_i1_1316,0.928571429,Non-Outlier,Indonesia
1133,TRINITY_DN34185_c0_g1_i1_1416,0.5,Non-Outlier,Japan
5345,TRINITY_DN34185_c0_g1_i1_1416,0.25,Non-Outlier,Philippines
9557,TRINITY_DN34185_c0_g1_i1_1416,0.285714286,Non-Outlier,Indonesia
1134,TRINITY_DN34185_c0_g1_i1_1429,1,Non-Outlier,Japan
5346,TRINITY_DN34185_c0_g1_i1_1429,1,Non-Outlier,Philippines
9558,TRINITY_DN34185_c0_g1_i1_1429,0.857142857,Non-Outlier,Indonesia
1135,TRINITY_DN34185_c0_g1_i1_1499,1,Non-Outlier,Japan
5347,TRINITY_DN34185_c0_g1_i1_1499,1,Non-Outlier,Philippines
9559,TRINITY_DN34185_c0_g1_i1_1499,0.785714286,Non-Outlier,Indonesia
1136,TRINITY_DN34185_c0_g1_i1_1509,0.9375,Non-Outlier,Japan
5348,TRINITY_DN34185_c0_g1_i1_1509,1,Non-Outlier,Philippines
9560,TRINITY_DN34185_c0_g1_i1_1509,0.785714286,Non-Outlier,Indonesia
1127,TRINITY_DN34185_c0_g1_i1_547,0.9375,Non-Outlier,Japan
5339,TRINITY_DN34185_c0_g1_i1_547,0.85,Non-Outlier,Philippines
9551,TRINITY_DN34185_c0_g1_i1_547,1,Non-Outlier,Indonesia
1128,TRINITY_DN34185_c0_g1_i1_718,0.9375,Non-Outlier,Japan
5340,TRINITY_DN34185_c0_g1_i1_718,1,Non-Outlier,Philippines
9552,TRINITY_DN34185_c0_g1_i1_718,0.928571429,Non-Outlier,Indonesia
1143,TRINITY_DN34223_c0_g1_i1_1014,1,Non-Outlier,Japan
5355,TRINITY_DN34223_c0_g1_i1_1014,0.85,Non-Outlier,Philippines
9567,TRINITY_DN34223_c0_g1_i1_1014,0.785714286,Non-Outlier,Indonesia
1144,TRINITY_DN34223_c0_g1_i1_1104,1,Non-Outlier,Japan
5356,TRINITY_DN34223_c0_g1_i1_1104,0.9,Non-Outlier,Philippines
9568,TRINITY_DN34223_c0_g1_i1_1104,0.928571429,Non-Outlier,Indonesia
1145,TRINITY_DN34223_c0_g1_i1_1167,0.625,Non-Outlier,Japan
5357,TRINITY_DN34223_c0_g1_i1_1167,0.55,Non-Outlier,Philippines
9569,TRINITY_DN34223_c0_g1_i1_1167,0.571428571,Non-Outlier,Indonesia
1137,TRINITY_DN34223_c0_g1_i1_122,0.3125,Non-Outlier,Japan
5349,TRINITY_DN34223_c0_g1_i1_122,0.3,Non-Outlier,Philippines
9561,TRINITY_DN34223_c0_g1_i1_122,0.285714286,Non-Outlier,Indonesia
1138,TRINITY_DN34223_c0_g1_i1_444,0.875,Non-Outlier,Japan
5350,TRINITY_DN34223_c0_g1_i1_444,0.75,Non-Outlier,Philippines
9562,TRINITY_DN34223_c0_g1_i1_444,0.928571429,Non-Outlier,Indonesia
1139,TRINITY_DN34223_c0_g1_i1_467,0.25,Non-Outlier,Japan
5351,TRINITY_DN34223_c0_g1_i1_467,0,Non-Outlier,Philippines
9563,TRINITY_DN34223_c0_g1_i1_467,0.214285714,Non-Outlier,Indonesia
1140,TRINITY_DN34223_c0_g1_i1_552,0.9375,Non-Outlier,Japan
5352,TRINITY_DN34223_c0_g1_i1_552,0.95,Non-Outlier,Philippines
9564,TRINITY_DN34223_c0_g1_i1_552,0.928571429,Non-Outlier,Indonesia
1141,TRINITY_DN34223_c0_g1_i1_896,0.5,Non-Outlier,Japan
5353,TRINITY_DN34223_c0_g1_i1_896,0.3,Non-Outlier,Philippines
9565,TRINITY_DN34223_c0_g1_i1_896,0.285714286,Non-Outlier,Indonesia
1142,TRINITY_DN34223_c0_g1_i1_936,1,Non-Outlier,Japan
5354,TRINITY_DN34223_c0_g1_i1_936,0.9,Non-Outlier,Philippines
9566,TRINITY_DN34223_c0_g1_i1_936,1,Non-Outlier,Indonesia
1146,TRINITY_DN34234_c0_g1_i1_727,0.9375,Non-Outlier,Japan
5358,TRINITY_DN34234_c0_g1_i1_727,1,Non-Outlier,Philippines
9570,TRINITY_DN34234_c0_g1_i1_727,0.928571429,Non-Outlier,Indonesia
1147,TRINITY_DN34234_c0_g1_i1_810,0.125,Non-Outlier,Japan
5359,TRINITY_DN34234_c0_g1_i1_810,0,Non-Outlier,Philippines
9571,TRINITY_DN34234_c0_g1_i1_810,0,Non-Outlier,Indonesia
1148,TRINITY_DN34250_c0_g1_i1_175,1,Non-Outlier,Japan
5360,TRINITY_DN34250_c0_g1_i1_175,0.95,Non-Outlier,Philippines
9572,TRINITY_DN34250_c0_g1_i1_175,0.785714286,Non-Outlier,Indonesia
1149,TRINITY_DN34250_c0_g1_i1_199,1,Non-Outlier,Japan
5361,TRINITY_DN34250_c0_g1_i1_199,0.9,Non-Outlier,Philippines
9573,TRINITY_DN34250_c0_g1_i1_199,1,Non-Outlier,Indonesia
1150,TRINITY_DN34273_c0_g1_i1_195,0.9375,Non-Outlier,Japan
5362,TRINITY_DN34273_c0_g1_i1_195,0.9,Non-Outlier,Philippines
9574,TRINITY_DN34273_c0_g1_i1_195,0.714285714,Non-Outlier,Indonesia
1151,TRINITY_DN34273_c0_g1_i1_204,0.9375,Non-Outlier,Japan
5363,TRINITY_DN34273_c0_g1_i1_204,0.9,Non-Outlier,Philippines
9575,TRINITY_DN34273_c0_g1_i1_204,0.714285714,Non-Outlier,Indonesia
1152,TRINITY_DN34273_c0_g1_i1_206,0.9375,Non-Outlier,Japan
5364,TRINITY_DN34273_c0_g1_i1_206,0.9,Non-Outlier,Philippines
9576,TRINITY_DN34273_c0_g1_i1_206,0.714285714,Non-Outlier,Indonesia
1153,TRINITY_DN34273_c0_g1_i1_207,0.9375,Non-Outlier,Japan
5365,TRINITY_DN34273_c0_g1_i1_207,0.9,Non-Outlier,Philippines
9577,TRINITY_DN34273_c0_g1_i1_207,0.714285714,Non-Outlier,Indonesia
1154,TRINITY_DN34273_c0_g1_i1_212,0.9375,Non-Outlier,Japan
5366,TRINITY_DN34273_c0_g1_i1_212,0.9,Non-Outlier,Philippines
9578,TRINITY_DN34273_c0_g1_i1_212,0.714285714,Non-Outlier,Indonesia
1155,TRINITY_DN34340_c0_g1_i1_106,0.9375,Non-Outlier,Japan
5367,TRINITY_DN34340_c0_g1_i1_106,0.9,Non-Outlier,Philippines
9579,TRINITY_DN34340_c0_g1_i1_106,0.785714286,Non-Outlier,Indonesia
1156,TRINITY_DN34340_c0_g1_i1_118,0.9375,Non-Outlier,Japan
5368,TRINITY_DN34340_c0_g1_i1_118,0.9,Non-Outlier,Philippines
9580,TRINITY_DN34340_c0_g1_i1_118,0.785714286,Non-Outlier,Indonesia
1157,TRINITY_DN34355_c0_g1_i1_195,1,Non-Outlier,Japan
5369,TRINITY_DN34355_c0_g1_i1_195,0.85,Non-Outlier,Philippines
9581,TRINITY_DN34355_c0_g1_i1_195,0.785714286,Non-Outlier,Indonesia
1158,TRINITY_DN34355_c0_g1_i1_204,1,Non-Outlier,Japan
5370,TRINITY_DN34355_c0_g1_i1_204,0.85,Non-Outlier,Philippines
9582,TRINITY_DN34355_c0_g1_i1_204,0.785714286,Non-Outlier,Indonesia
1159,TRINITY_DN34355_c0_g1_i1_207,1,Non-Outlier,Japan
5371,TRINITY_DN34355_c0_g1_i1_207,0.85,Non-Outlier,Philippines
9583,TRINITY_DN34355_c0_g1_i1_207,0.785714286,Non-Outlier,Indonesia
1160,TRINITY_DN34355_c0_g1_i1_213,1,Non-Outlier,Japan
5372,TRINITY_DN34355_c0_g1_i1_213,0.85,Non-Outlier,Philippines
9584,TRINITY_DN34355_c0_g1_i1_213,0.785714286,Non-Outlier,Indonesia
1161,TRINITY_DN34355_c0_g1_i1_216,1,Non-Outlier,Japan
5373,TRINITY_DN34355_c0_g1_i1_216,0.85,Non-Outlier,Philippines
9585,TRINITY_DN34355_c0_g1_i1_216,0.785714286,Non-Outlier,Indonesia
1162,TRINITY_DN34355_c0_g1_i1_225,1,Non-Outlier,Japan
5374,TRINITY_DN34355_c0_g1_i1_225,0.85,Non-Outlier,Philippines
9586,TRINITY_DN34355_c0_g1_i1_225,0.785714286,Non-Outlier,Indonesia
1163,TRINITY_DN34355_c0_g1_i1_228,1,Non-Outlier,Japan
5375,TRINITY_DN34355_c0_g1_i1_228,0.9,Non-Outlier,Philippines
9587,TRINITY_DN34355_c0_g1_i1_228,0.785714286,Non-Outlier,Indonesia
1164,TRINITY_DN34355_c0_g1_i1_231,1,Non-Outlier,Japan
5376,TRINITY_DN34355_c0_g1_i1_231,0.85,Non-Outlier,Philippines
9588,TRINITY_DN34355_c0_g1_i1_231,0.785714286,Non-Outlier,Indonesia
1165,TRINITY_DN34355_c0_g1_i1_234,1,Non-Outlier,Japan
5377,TRINITY_DN34355_c0_g1_i1_234,0.85,Non-Outlier,Philippines
9589,TRINITY_DN34355_c0_g1_i1_234,0.785714286,Non-Outlier,Indonesia
1166,TRINITY_DN34365_c0_g1_i1_193,1,Non-Outlier,Japan
5378,TRINITY_DN34365_c0_g1_i1_193,0.9,Non-Outlier,Philippines
9590,TRINITY_DN34365_c0_g1_i1_193,1,Non-Outlier,Indonesia
1167,TRINITY_DN34365_c0_g1_i1_214,1,Non-Outlier,Japan
5379,TRINITY_DN34365_c0_g1_i1_214,1,Non-Outlier,Philippines
9591,TRINITY_DN34365_c0_g1_i1_214,0.857142857,Non-Outlier,Indonesia
1168,TRINITY_DN34373_c0_g1_i1_236,0.875,Non-Outlier,Japan
5380,TRINITY_DN34373_c0_g1_i1_236,0.75,Non-Outlier,Philippines
9592,TRINITY_DN34373_c0_g1_i1_236,0.857142857,Non-Outlier,Indonesia
1169,TRINITY_DN34373_c0_g1_i1_309,0.875,Non-Outlier,Japan
5381,TRINITY_DN34373_c0_g1_i1_309,0.95,Non-Outlier,Philippines
9593,TRINITY_DN34373_c0_g1_i1_309,0.642857143,Non-Outlier,Indonesia
1170,TRINITY_DN34373_c0_g1_i1_744,1,Non-Outlier,Japan
5382,TRINITY_DN34373_c0_g1_i1_744,0.85,Non-Outlier,Philippines
9594,TRINITY_DN34373_c0_g1_i1_744,0.785714286,Non-Outlier,Indonesia
1171,TRINITY_DN34373_c0_g1_i1_783,0.375,Non-Outlier,Japan
5383,TRINITY_DN34373_c0_g1_i1_783,0.1,Non-Outlier,Philippines
9595,TRINITY_DN34373_c0_g1_i1_783,0.214285714,Non-Outlier,Indonesia
1172,TRINITY_DN34469_c0_g1_i1_149,0.9375,Non-Outlier,Japan
5384,TRINITY_DN34469_c0_g1_i1_149,0.9,Non-Outlier,Philippines
9596,TRINITY_DN34469_c0_g1_i1_149,1,Non-Outlier,Indonesia
1173,TRINITY_DN34483_c0_g1_i1_171,0.75,Non-Outlier,Japan
5385,TRINITY_DN34483_c0_g1_i1_171,0.45,Non-Outlier,Philippines
9597,TRINITY_DN34483_c0_g1_i1_171,0.571428571,Non-Outlier,Indonesia
1174,TRINITY_DN34483_c0_g1_i1_236,1,Non-Outlier,Japan
5386,TRINITY_DN34483_c0_g1_i1_236,0.85,Non-Outlier,Philippines
9598,TRINITY_DN34483_c0_g1_i1_236,1,Non-Outlier,Indonesia
1175,TRINITY_DN34491_c0_g2_i2_54,0.3125,Non-Outlier,Japan
5387,TRINITY_DN34491_c0_g2_i2_54,0,Non-Outlier,Philippines
9599,TRINITY_DN34491_c0_g2_i2_54,0,Non-Outlier,Indonesia
1178,TRINITY_DN34530_c0_g1_i1_110,0.9375,Non-Outlier,Japan
5390,TRINITY_DN34530_c0_g1_i1_110,0.9,Non-Outlier,Philippines
9602,TRINITY_DN34530_c0_g1_i1_110,1,Non-Outlier,Indonesia
1179,TRINITY_DN34530_c0_g1_i1_172,0.1875,Non-Outlier,Japan
5391,TRINITY_DN34530_c0_g1_i1_172,0.15,Non-Outlier,Philippines
9603,TRINITY_DN34530_c0_g1_i1_172,0.357142857,Non-Outlier,Indonesia
1180,TRINITY_DN34530_c0_g1_i1_394,0.875,Non-Outlier,Japan
5392,TRINITY_DN34530_c0_g1_i1_394,0.95,Non-Outlier,Philippines
9604,TRINITY_DN34530_c0_g1_i1_394,0.857142857,Non-Outlier,Indonesia
1181,TRINITY_DN34530_c0_g1_i1_427,0.8125,Non-Outlier,Japan
5393,TRINITY_DN34530_c0_g1_i1_427,0.7,Non-Outlier,Philippines
9605,TRINITY_DN34530_c0_g1_i1_427,0.928571429,Non-Outlier,Indonesia
1182,TRINITY_DN34530_c0_g1_i1_430,0.1875,Non-Outlier,Japan
5394,TRINITY_DN34530_c0_g1_i1_430,0.1,Non-Outlier,Philippines
9606,TRINITY_DN34530_c0_g1_i1_430,0,Non-Outlier,Indonesia
1183,TRINITY_DN34530_c0_g1_i1_442,0.8125,Non-Outlier,Japan
5395,TRINITY_DN34530_c0_g1_i1_442,1,Non-Outlier,Philippines
9607,TRINITY_DN34530_c0_g1_i1_442,0.714285714,Non-Outlier,Indonesia
1176,TRINITY_DN34530_c0_g1_i1_63,0.9375,Non-Outlier,Japan
5388,TRINITY_DN34530_c0_g1_i1_63,0.9,Non-Outlier,Philippines
9600,TRINITY_DN34530_c0_g1_i1_63,1,Non-Outlier,Indonesia
1177,TRINITY_DN34530_c0_g1_i1_75,0.125,Non-Outlier,Japan
5389,TRINITY_DN34530_c0_g1_i1_75,0,Non-Outlier,Philippines
9601,TRINITY_DN34530_c0_g1_i1_75,0.071428571,Non-Outlier,Indonesia
1184,TRINITY_DN34530_c0_g1_i1_812,0.9375,Non-Outlier,Japan
5396,TRINITY_DN34530_c0_g1_i1_812,1,Non-Outlier,Philippines
9608,TRINITY_DN34530_c0_g1_i1_812,0.928571429,Non-Outlier,Indonesia
1185,TRINITY_DN34592_c0_g1_i1_449,0.3125,Non-Outlier,Japan
5397,TRINITY_DN34592_c0_g1_i1_449,0.05,Non-Outlier,Philippines
9609,TRINITY_DN34592_c0_g1_i1_449,0.071428571,Non-Outlier,Indonesia
1189,TRINITY_DN34621_c1_g2_i1_113,1,Non-Outlier,Japan
5401,TRINITY_DN34621_c1_g2_i1_113,0.9,Non-Outlier,Philippines
9613,TRINITY_DN34621_c1_g2_i1_113,1,Non-Outlier,Indonesia
1190,TRINITY_DN34621_c1_g2_i1_116,1,Non-Outlier,Japan
5402,TRINITY_DN34621_c1_g2_i1_116,0.9,Non-Outlier,Philippines
9614,TRINITY_DN34621_c1_g2_i1_116,1,Non-Outlier,Indonesia
1191,TRINITY_DN34621_c1_g2_i1_124,1,Non-Outlier,Japan
5403,TRINITY_DN34621_c1_g2_i1_124,0.7,Non-Outlier,Philippines
9615,TRINITY_DN34621_c1_g2_i1_124,0.857142857,Non-Outlier,Indonesia
1192,TRINITY_DN34621_c1_g2_i1_145,1,Non-Outlier,Japan
5404,TRINITY_DN34621_c1_g2_i1_145,0.9,Non-Outlier,Philippines
9616,TRINITY_DN34621_c1_g2_i1_145,1,Non-Outlier,Indonesia
1193,TRINITY_DN34621_c1_g2_i1_166,1,Non-Outlier,Japan
5405,TRINITY_DN34621_c1_g2_i1_166,0.9,Non-Outlier,Philippines
9617,TRINITY_DN34621_c1_g2_i1_166,1,Non-Outlier,Indonesia
1194,TRINITY_DN34621_c1_g2_i1_175,1,Non-Outlier,Japan
5406,TRINITY_DN34621_c1_g2_i1_175,0.9,Non-Outlier,Philippines
9618,TRINITY_DN34621_c1_g2_i1_175,1,Non-Outlier,Indonesia
1186,TRINITY_DN34621_c1_g2_i1_76,0.9375,Non-Outlier,Japan
5398,TRINITY_DN34621_c1_g2_i1_76,0.95,Non-Outlier,Philippines
9610,TRINITY_DN34621_c1_g2_i1_76,0.857142857,Non-Outlier,Indonesia
1187,TRINITY_DN34621_c1_g2_i1_89,1,Non-Outlier,Japan
5399,TRINITY_DN34621_c1_g2_i1_89,0.9,Non-Outlier,Philippines
9611,TRINITY_DN34621_c1_g2_i1_89,1,Non-Outlier,Indonesia
1188,TRINITY_DN34621_c1_g2_i1_97,1,Non-Outlier,Japan
5400,TRINITY_DN34621_c1_g2_i1_97,0.9,Non-Outlier,Philippines
9612,TRINITY_DN34621_c1_g2_i1_97,1,Non-Outlier,Indonesia
