CHROM,POS,PI
TRINITY_DN28217_c1_g1_i1,464,0
TRINITY_DN28330_c0_g1_i1,847,0
TRINITY_DN28330_c0_g1_i1,985,0.233333
TRINITY_DN28330_c0_g1_i1,1097,0.325
TRINITY_DN28330_c0_g1_i1,1120,0.5
TRINITY_DN28343_c0_g1_i1,120,0.533333
TRINITY_DN28343_c0_g1_i1,229,0.233333
TRINITY_DN28343_c0_g1_i1,262,0.533333
TRINITY_DN28518_c0_g1_i1,260,0
TRINITY_DN28606_c0_g2_i1,448,0.233333
TRINITY_DN28712_c0_g1_i1,57,0.233333
TRINITY_DN28712_c0_g1_i1,58,0.125
TRINITY_DN28712_c0_g1_i1,59,0.5
TRINITY_DN28712_c0_g1_i1,60,0.4
TRINITY_DN28712_c0_g1_i1,61,0.458333
TRINITY_DN28712_c0_g1_i1,62,0.125
TRINITY_DN28712_c0_g1_i1,63,0.125
TRINITY_DN28712_c0_g1_i1,64,0.125
TRINITY_DN28712_c0_g1_i1,190,0.125
TRINITY_DN28712_c0_g1_i1,358,0.525
TRINITY_DN28712_c0_g1_i1,385,0.458333
TRINITY_DN28712_c0_g1_i1,599,0.125
TRINITY_DN28750_c0_g1_i1,146,0.233333
TRINITY_DN28750_c0_g1_i1,197,0.325
TRINITY_DN28815_c0_g2_i1,99,0
TRINITY_DN28815_c0_g2_i1,150,0.525
TRINITY_DN28940_c0_g1_i1,1329,0.533333
TRINITY_DN28940_c0_g1_i1,1400,0
TRINITY_DN28940_c0_g1_i1,2389,0.125
TRINITY_DN28940_c0_g1_i1,2485,0
TRINITY_DN28940_c0_g1_i1,2533,0
TRINITY_DN28940_c0_g1_i1,2883,0
TRINITY_DN28940_c0_g1_i1,2918,0.125
TRINITY_DN28940_c0_g1_i1,3108,0.125
TRINITY_DN28940_c0_g1_i1,3130,0.125
TRINITY_DN29058_c0_g2_i1,252,0.533333
TRINITY_DN29062_c1_g1_i1,247,0
TRINITY_DN29072_c0_g1_i1,109,0.325
TRINITY_DN29073_c1_g3_i1,869,0.4
TRINITY_DN29073_c1_g3_i1,870,0.4
TRINITY_DN29129_c0_g1_i1,277,0
TRINITY_DN29129_c0_g1_i1,289,0
TRINITY_DN29308_c0_g3_i1,27,0
TRINITY_DN29308_c0_g3_i1,114,0.525
TRINITY_DN29317_c0_g1_i2,171,0.125
TRINITY_DN29317_c0_g1_i2,172,0.125
TRINITY_DN29317_c0_g1_i2,175,0.525
TRINITY_DN29317_c0_g1_i2,176,0.533333
TRINITY_DN29317_c0_g1_i2,196,0.233333
TRINITY_DN29317_c0_g1_i2,202,0.233333
TRINITY_DN29317_c0_g1_i2,205,0.233333
TRINITY_DN29317_c0_g1_i2,221,0.233333
TRINITY_DN29317_c0_g1_i2,226,0.5
TRINITY_DN29317_c0_g1_i2,235,0.5
TRINITY_DN29317_c0_g1_i2,244,0.533333
TRINITY_DN29317_c0_g1_i2,250,0.5
TRINITY_DN29317_c0_g1_i2,253,0.5
TRINITY_DN29317_c0_g1_i2,259,0.533333
TRINITY_DN29349_c0_g3_i1,310,0
TRINITY_DN29351_c0_g2_i2,552,0.125
TRINITY_DN29351_c0_g2_i2,755,0.233333
TRINITY_DN29386_c0_g1_i1,283,0.5
TRINITY_DN29386_c0_g1_i1,291,0.4
TRINITY_DN29386_c0_g1_i1,353,0
TRINITY_DN29386_c0_g1_i1,430,0.125
TRINITY_DN29428_c0_g1_i1,456,0.125
TRINITY_DN29510_c0_g1_i1,409,0.5
TRINITY_DN29510_c0_g1_i1,441,0.5
TRINITY_DN29526_c0_g1_i1,1168,0
TRINITY_DN29563_c0_g1_i1,82,0.125
TRINITY_DN29563_c0_g1_i1,128,0.4
TRINITY_DN29563_c0_g1_i1,239,0.533333
TRINITY_DN29586_c0_g1_i1,159,0.233333
TRINITY_DN29586_c0_g1_i1,189,0.325
TRINITY_DN29586_c0_g1_i1,246,0.125
TRINITY_DN29586_c0_g1_i1,297,0.233333
TRINITY_DN29610_c0_g2_i1,310,0.125
TRINITY_DN29610_c0_g2_i1,313,0.125
TRINITY_DN29610_c0_g2_i1,316,0.125
TRINITY_DN29610_c0_g2_i1,317,0.125
TRINITY_DN29610_c0_g2_i1,325,0.125
TRINITY_DN29610_c0_g2_i1,326,0.125
TRINITY_DN29610_c0_g2_i1,331,0.125
TRINITY_DN29610_c0_g2_i1,334,0.125
TRINITY_DN29610_c0_g2_i1,337,0.125
TRINITY_DN29610_c0_g2_i1,340,0
TRINITY_DN29610_c0_g2_i1,346,0.125
TRINITY_DN29610_c0_g2_i1,349,0
TRINITY_DN29610_c0_g2_i1,352,0.125
TRINITY_DN29610_c0_g2_i1,358,0.125
TRINITY_DN29610_c0_g2_i1,373,0.125
TRINITY_DN29610_c0_g2_i1,379,0.125
TRINITY_DN29610_c0_g2_i1,388,0.125
TRINITY_DN29610_c0_g2_i1,391,0.125
TRINITY_DN29631_c0_g1_i1,247,0
TRINITY_DN29721_c0_g1_i1,1517,0.125
TRINITY_DN29774_c0_g2_i1,633,0
TRINITY_DN29774_c0_g2_i1,708,0.5
TRINITY_DN29774_c0_g2_i1,882,0.4
TRINITY_DN29774_c0_g2_i1,888,0
TRINITY_DN29804_c0_g1_i1,131,0
TRINITY_DN29804_c0_g1_i1,757,0.233333
TRINITY_DN29804_c0_g1_i1,768,0.325
TRINITY_DN29828_c0_g2_i1,434,0
TRINITY_DN29983_c0_g1_i1,116,0
TRINITY_DN29983_c0_g1_i1,363,0.125
TRINITY_DN29983_c0_g1_i1,425,0.125
TRINITY_DN29983_c0_g1_i1,706,0.458333
TRINITY_DN29983_c0_g1_i1,742,0
TRINITY_DN29983_c0_g1_i1,776,0
TRINITY_DN29983_c0_g1_i1,862,0.4
TRINITY_DN29983_c0_g1_i1,886,0.525
TRINITY_DN29983_c0_g1_i1,901,0.125
TRINITY_DN391_c0_g1_i1,102,0.325
TRINITY_DN30013_c0_g1_i1,511,0.125
TRINITY_DN30013_c0_g1_i1,513,0.4
TRINITY_DN30013_c0_g1_i1,543,0
TRINITY_DN30013_c0_g1_i1,573,0.5
TRINITY_DN30013_c0_g1_i1,1219,0.5
TRINITY_DN30013_c0_g1_i1,1920,0.325
TRINITY_DN30013_c0_g1_i1,2000,0
TRINITY_DN30041_c0_g1_i1,88,0.125
TRINITY_DN30041_c0_g1_i1,121,0.125
TRINITY_DN30041_c0_g1_i1,157,0.125
TRINITY_DN30041_c0_g1_i1,163,0.5
TRINITY_DN30061_c0_g1_i1,1204,0.233333
TRINITY_DN30061_c0_g1_i1,1224,0.233333
TRINITY_DN30223_c0_g3_i1,489,0.233333
TRINITY_DN30223_c0_g3_i1,808,0.325
TRINITY_DN30223_c0_g3_i1,1044,0.125
TRINITY_DN30223_c0_g3_i1,1086,0.233333
TRINITY_DN30245_c0_g1_i1,440,0.233333
TRINITY_DN30257_c0_g1_i1,560,0.525
TRINITY_DN30262_c0_g1_i1,189,0.125
TRINITY_DN30262_c0_g1_i1,284,0.5
TRINITY_DN30295_c1_g1_i1,415,0.5
TRINITY_DN30319_c0_g1_i1,1543,0.125
TRINITY_DN30331_c0_g1_i1,136,0.233333
TRINITY_DN30331_c0_g1_i1,305,0.233333
TRINITY_DN30331_c0_g1_i1,307,0
TRINITY_DN30331_c0_g1_i1,312,0.125
TRINITY_DN30331_c0_g1_i1,475,0
TRINITY_DN30348_c0_g1_i1,565,0.4
TRINITY_DN30348_c0_g1_i1,1556,0.533333
TRINITY_DN30403_c0_g1_i1,95,0.125
TRINITY_DN30403_c0_g1_i1,97,0.125
TRINITY_DN30403_c0_g1_i1,162,0.125
TRINITY_DN30444_c0_g1_i1,375,0
TRINITY_DN30444_c0_g1_i1,432,0
TRINITY_DN30444_c0_g1_i1,477,0
TRINITY_DN30475_c0_g1_i1,450,0.458333
TRINITY_DN30475_c0_g1_i1,1011,0.325
TRINITY_DN30497_c1_g1_i1,98,0.4
TRINITY_DN30497_c1_g1_i1,128,0.125
TRINITY_DN30497_c1_g1_i1,239,0.125
TRINITY_DN30497_c1_g1_i1,758,0.458333
TRINITY_DN30497_c1_g1_i1,977,0.233333
TRINITY_DN30497_c1_g1_i1,1541,0.125
TRINITY_DN30497_c1_g1_i1,1643,0
TRINITY_DN30510_c0_g1_i1,595,0.125
TRINITY_DN30510_c0_g1_i1,691,0.125
TRINITY_DN30510_c0_g1_i1,844,0.5
TRINITY_DN30510_c0_g1_i1,877,0.533333
TRINITY_DN30510_c0_g1_i1,1005,0.4
TRINITY_DN30561_c0_g1_i1,81,0.325
TRINITY_DN30561_c0_g1_i1,195,0.525
TRINITY_DN30561_c0_g1_i1,276,0.125
TRINITY_DN30561_c0_g1_i1,298,0.458333
TRINITY_DN30561_c0_g1_i1,300,0.233333
TRINITY_DN30561_c0_g1_i2,189,0.533333
TRINITY_DN30561_c2_g1_i1,181,0.233333
TRINITY_DN30561_c2_g1_i1,190,0
TRINITY_DN30561_c2_g1_i1,220,0.525
TRINITY_DN30586_c1_g1_i1,89,0
TRINITY_DN30586_c1_g1_i1,179,0.458333
TRINITY_DN30586_c1_g1_i1,215,0
TRINITY_DN30586_c1_g1_i1,575,0.4
TRINITY_DN30653_c0_g1_i1,1082,0.233333
TRINITY_DN30653_c0_g1_i1,1660,0.5
TRINITY_DN30664_c0_g1_i1,749,0
TRINITY_DN30692_c0_g2_i1,471,0
TRINITY_DN30699_c1_g1_i1,234,0.533333
TRINITY_DN30699_c1_g1_i1,235,0.533333
TRINITY_DN30699_c1_g1_i1,237,0.533333
TRINITY_DN30699_c1_g1_i1,241,0.533333
TRINITY_DN30699_c1_g1_i1,244,0.533333
TRINITY_DN30699_c1_g1_i1,250,0.533333
TRINITY_DN30699_c1_g1_i1,265,0.533333
TRINITY_DN30699_c1_g1_i1,267,0.533333
TRINITY_DN30699_c1_g1_i1,268,0.533333
TRINITY_DN30699_c1_g1_i1,270,0.533333
TRINITY_DN30699_c1_g1_i1,280,0.533333
TRINITY_DN30699_c1_g1_i1,286,0.533333
TRINITY_DN30699_c1_g1_i1,289,0.533333
TRINITY_DN30699_c1_g1_i1,292,0.533333
TRINITY_DN30699_c1_g1_i1,301,0.533333
TRINITY_DN30699_c1_g1_i1,306,0.533333
TRINITY_DN30699_c1_g1_i1,319,0.533333
TRINITY_DN30699_c1_g1_i1,322,0.533333
TRINITY_DN30699_c1_g1_i1,325,0.533333
TRINITY_DN30699_c1_g1_i1,331,0.533333
TRINITY_DN30699_c1_g1_i1,334,0.533333
TRINITY_DN30699_c1_g1_i1,337,0.533333
TRINITY_DN30699_c1_g1_i1,343,0.525
TRINITY_DN30699_c1_g1_i1,347,0.525
TRINITY_DN30699_c1_g1_i1,349,0.525
TRINITY_DN30699_c1_g1_i1,350,0.525
TRINITY_DN30699_c1_g1_i1,397,0
TRINITY_DN30699_c1_g1_i1,548,0.325
TRINITY_DN30699_c1_g1_i1,979,0
TRINITY_DN30699_c1_g1_i1,994,0.125
TRINITY_DN30699_c1_g1_i1,1072,0
TRINITY_DN30699_c1_g1_i1,1216,0.5
TRINITY_DN30699_c1_g1_i1,1235,0.125
TRINITY_DN30699_c1_g1_i1,1242,0
TRINITY_DN30699_c1_g1_i1,1243,0
TRINITY_DN30699_c1_g1_i1,1305,0
TRINITY_DN30809_c0_g1_i1,322,0.525
TRINITY_DN30838_c0_g1_i1,87,0.458333
TRINITY_DN30902_c2_g1_i1,745,0.233333
TRINITY_DN30902_c2_g1_i1,747,0.233333
TRINITY_DN30912_c0_g1_i1,345,0.4
TRINITY_DN30912_c0_g1_i1,346,0.4
TRINITY_DN30912_c0_g1_i1,398,0.4
TRINITY_DN30917_c0_g1_i1,369,0.125
TRINITY_DN30917_c0_g1_i1,385,0.125
TRINITY_DN30917_c0_g1_i1,387,0.125
TRINITY_DN30917_c0_g1_i1,399,0.125
TRINITY_DN30917_c0_g1_i1,405,0.125
TRINITY_DN30917_c0_g1_i1,414,0.125
TRINITY_DN30917_c0_g1_i1,415,0.125
TRINITY_DN30917_c0_g1_i1,436,0.125
TRINITY_DN30960_c0_g1_i1,289,0.125
TRINITY_DN30960_c0_g1_i1,303,0.458333
TRINITY_DN30960_c0_g1_i1,626,0.525
TRINITY_DN30960_c0_g1_i1,1043,0
TRINITY_DN30960_c0_g1_i1,1080,0
TRINITY_DN30965_c0_g1_i1,322,0.325
TRINITY_DN30965_c0_g1_i1,458,0.125
TRINITY_DN31015_c0_g1_i1,120,0.125
TRINITY_DN31068_c0_g1_i1,617,0.125
TRINITY_DN31068_c0_g1_i1,660,0.458333
TRINITY_DN31068_c0_g1_i1,829,0
TRINITY_DN31092_c0_g1_i1,110,0.125
TRINITY_DN31092_c0_g1_i1,130,0.5
TRINITY_DN31092_c0_g1_i1,162,0.5
TRINITY_DN31132_c0_g2_i1,211,0.233333
TRINITY_DN31132_c0_g2_i1,604,0.325
TRINITY_DN31149_c2_g1_i1,412,0.233333
TRINITY_DN31195_c0_g1_i1,857,0
TRINITY_DN31195_c0_g1_i1,973,0.233333
TRINITY_DN31195_c0_g1_i1,977,0.233333
TRINITY_DN31195_c0_g1_i1,1135,0
TRINITY_DN31239_c0_g1_i1,359,0.233333
TRINITY_DN31264_c1_g1_i1,209,0.5
TRINITY_DN31264_c1_g1_i1,236,0.533333
TRINITY_DN31264_c1_g1_i1,269,0.4
TRINITY_DN31271_c0_g1_i1,60,0.125
TRINITY_DN31271_c0_g1_i1,166,0.233333
TRINITY_DN31271_c0_g1_i1,176,0.125
TRINITY_DN31271_c0_g1_i1,179,0
TRINITY_DN31271_c0_g1_i1,305,0.233333
TRINITY_DN31271_c0_g1_i1,398,0.4
TRINITY_DN31271_c0_g1_i1,452,0.325
TRINITY_DN31280_c0_g1_i1,145,0.233333
TRINITY_DN31280_c0_g1_i1,169,0.125
TRINITY_DN31280_c0_g1_i1,343,0
TRINITY_DN31280_c0_g1_i1,478,0
TRINITY_DN31293_c0_g1_i1,192,0.233333
TRINITY_DN31293_c0_g1_i1,795,0.233333
TRINITY_DN31293_c0_g1_i1,816,0.233333
TRINITY_DN31297_c0_g2_i1,249,0.233333
TRINITY_DN31297_c0_g2_i1,354,0.4
TRINITY_DN31297_c0_g2_i1,369,0.125
TRINITY_DN31297_c0_g2_i1,469,0.233333
TRINITY_DN31450_c1_g1_i1,53,0.325
TRINITY_DN31450_c1_g1_i1,65,0
TRINITY_DN31459_c0_g1_i1,367,0.325
TRINITY_DN31460_c0_g1_i1,626,0.4
TRINITY_DN31464_c0_g1_i1,94,0.125
TRINITY_DN31464_c0_g1_i1,132,0
TRINITY_DN31464_c0_g1_i1,311,0.125
TRINITY_DN31464_c0_g1_i1,380,0.233333
TRINITY_DN31464_c0_g1_i1,521,0.4
TRINITY_DN31464_c0_g1_i1,656,0
TRINITY_DN31464_c0_g1_i1,808,0.525
TRINITY_DN31464_c0_g1_i1,1084,0
TRINITY_DN31464_c0_g1_i1,1187,0.458333
TRINITY_DN31464_c0_g1_i1,1379,0
TRINITY_DN31464_c0_g1_i1,1391,0
TRINITY_DN31464_c0_g1_i1,1427,0
TRINITY_DN31473_c0_g1_i1,206,0
TRINITY_DN31473_c0_g1_i1,278,0.233333
TRINITY_DN31473_c0_g1_i1,306,0.233333
TRINITY_DN31473_c0_g1_i1,327,0
TRINITY_DN31473_c0_g1_i1,338,0
TRINITY_DN31473_c0_g1_i1,342,0
TRINITY_DN31473_c0_g1_i1,439,0.233333
TRINITY_DN31473_c0_g1_i1,466,0
TRINITY_DN31473_c0_g1_i1,573,0.125
TRINITY_DN31473_c0_g1_i1,575,0.125
TRINITY_DN31483_c0_g1_i1,342,0
TRINITY_DN31483_c0_g1_i1,411,0.325
TRINITY_DN31501_c0_g1_i1,83,0.125
TRINITY_DN31501_c0_g1_i1,257,0.125
TRINITY_DN31548_c0_g1_i1,449,0
TRINITY_DN31594_c0_g1_i1,265,0
TRINITY_DN31594_c0_g1_i1,266,0
TRINITY_DN31594_c0_g1_i1,268,0
TRINITY_DN31594_c0_g1_i1,334,0.233333
TRINITY_DN31613_c0_g1_i1,614,0
TRINITY_DN31613_c0_g1_i1,620,0
TRINITY_DN31613_c0_g1_i1,623,0
TRINITY_DN31613_c0_g1_i1,624,0
TRINITY_DN31613_c0_g1_i1,632,0
TRINITY_DN31613_c0_g1_i1,635,0
TRINITY_DN31854_c0_g1_i1,601,0
TRINITY_DN31854_c0_g1_i1,700,0.233333
TRINITY_DN31854_c0_g1_i1,711,0.325
TRINITY_DN31854_c0_g1_i1,2289,0.233333
TRINITY_DN31854_c0_g1_i1,2317,0.5
TRINITY_DN31911_c0_g1_i1,446,0.233333
TRINITY_DN31911_c0_g1_i1,461,0.125
TRINITY_DN31926_c0_g1_i1,156,0.125
TRINITY_DN31966_c0_g2_i1,241,0
TRINITY_DN31966_c0_g2_i1,250,0
TRINITY_DN31966_c0_g2_i1,256,0
TRINITY_DN31966_c0_g2_i1,259,0
TRINITY_DN31966_c0_g2_i1,262,0
TRINITY_DN31966_c0_g2_i1,268,0
TRINITY_DN31966_c0_g2_i1,270,0
TRINITY_DN31966_c0_g2_i1,292,0
TRINITY_DN31966_c0_g2_i1,301,0
TRINITY_DN31968_c0_g1_i1,594,0.5
TRINITY_DN31974_c0_g3_i1,96,0.325
TRINITY_DN31974_c0_g3_i1,469,0.125
TRINITY_DN32048_c0_g1_i1,750,0.5
TRINITY_DN32048_c0_g1_i1,762,0.525
TRINITY_DN32048_c0_g1_i1,837,0
TRINITY_DN32079_c0_g1_i1,344,0.533333
TRINITY_DN32098_c0_g1_i1,68,0.325
TRINITY_DN32098_c0_g1_i1,90,0.325
TRINITY_DN32098_c0_g1_i1,99,0.458333
TRINITY_DN32098_c0_g1_i1,132,0.325
TRINITY_DN32098_c0_g1_i1,161,0.533333
TRINITY_DN32098_c0_g1_i1,412,0.325
TRINITY_DN32098_c0_g1_i1,415,0.325
TRINITY_DN32098_c0_g1_i1,418,0.325
TRINITY_DN32098_c0_g1_i1,419,0.325
TRINITY_DN32098_c0_g1_i1,421,0.325
TRINITY_DN32098_c0_g1_i1,423,0.233333
TRINITY_DN32098_c0_g1_i1,499,0.458333
TRINITY_DN32103_c0_g1_i1,96,0
TRINITY_DN32123_c0_g1_i1,468,0.125
TRINITY_DN32123_c0_g1_i1,469,0.125
TRINITY_DN32123_c0_g1_i1,471,0.125
TRINITY_DN32123_c0_g1_i1,474,0.125
TRINITY_DN32123_c0_g1_i1,480,0.125
TRINITY_DN32123_c0_g1_i2,447,0.458333
TRINITY_DN32176_c0_g2_i1,1132,0
TRINITY_DN32244_c0_g1_i2,446,0
TRINITY_DN32244_c0_g1_i2,485,0
TRINITY_DN32245_c0_g1_i1,334,0
TRINITY_DN32245_c0_g1_i1,410,0
TRINITY_DN32257_c0_g1_i1,225,0.125
TRINITY_DN32257_c0_g1_i1,235,0.125
TRINITY_DN32257_c0_g1_i1,244,0.125
TRINITY_DN32257_c0_g1_i1,576,0.125
TRINITY_DN32323_c0_g1_i1,1595,0.233333
TRINITY_DN32329_c0_g2_i1,619,0.125
TRINITY_DN32363_c1_g1_i1,289,0
TRINITY_DN32363_c1_g1_i1,401,0.458333
TRINITY_DN32420_c0_g1_i1,240,0.5
TRINITY_DN32463_c1_g1_i1,112,0.125
TRINITY_DN32463_c1_g1_i1,115,0.125
TRINITY_DN32463_c1_g1_i1,127,0.125
TRINITY_DN32463_c1_g1_i1,136,0
TRINITY_DN32463_c1_g1_i1,139,0.125
TRINITY_DN32463_c1_g1_i1,142,0.125
TRINITY_DN32463_c1_g1_i1,154,0.125
TRINITY_DN32463_c1_g1_i1,160,0
TRINITY_DN32463_c1_g1_i1,166,0.125
TRINITY_DN32463_c1_g1_i1,172,0.125
TRINITY_DN32463_c1_g1_i1,178,0.125
TRINITY_DN32463_c1_g1_i1,202,0
TRINITY_DN32463_c1_g1_i1,205,0.125
TRINITY_DN32463_c1_g1_i1,208,0.533333
TRINITY_DN32463_c1_g1_i1,220,0.125
TRINITY_DN32463_c1_g1_i1,442,0.125
TRINITY_DN32495_c0_g1_i1,335,0.5
TRINITY_DN32518_c0_g1_i1,49,0.233333
TRINITY_DN32527_c0_g1_i1,296,0.458333
TRINITY_DN32530_c0_g6_i1,724,0.125
TRINITY_DN32530_c0_g6_i1,832,0.4
TRINITY_DN32530_c0_g9_i1,387,0
TRINITY_DN32530_c0_g9_i1,391,0.125
TRINITY_DN32564_c2_g1_i1,145,0.233333
TRINITY_DN32564_c2_g1_i1,157,0
TRINITY_DN32564_c2_g1_i1,211,0
TRINITY_DN32564_c2_g1_i1,352,0.233333
TRINITY_DN32564_c2_g1_i1,810,0
TRINITY_DN32564_c2_g1_i1,831,0
TRINITY_DN32564_c2_g1_i1,907,0.4
TRINITY_DN32564_c2_g1_i1,911,0.325
TRINITY_DN32667_c0_g2_i1,457,0.4
TRINITY_DN32667_c0_g2_i1,562,0.525
TRINITY_DN32706_c0_g2_i2,328,0
TRINITY_DN32706_c0_g2_i2,329,0
TRINITY_DN32706_c0_g2_i2,336,0
TRINITY_DN32706_c0_g2_i2,342,0
TRINITY_DN32706_c0_g2_i2,354,0
TRINITY_DN32706_c0_g2_i2,356,0
TRINITY_DN32706_c0_g2_i2,363,0
TRINITY_DN32706_c0_g2_i2,365,0
TRINITY_DN32706_c0_g2_i2,369,0
TRINITY_DN32706_c0_g2_i2,374,0
TRINITY_DN32706_c0_g2_i2,383,0
TRINITY_DN32722_c0_g1_i1,449,0.233333
TRINITY_DN32722_c0_g1_i1,513,0.325
TRINITY_DN32791_c0_g3_i1,366,0.525
TRINITY_DN32791_c0_g3_i1,405,0.4
TRINITY_DN32791_c0_g3_i1,438,0.525
TRINITY_DN32843_c0_g1_i1,904,0.233333
TRINITY_DN32882_c0_g1_i1,165,0.233333
TRINITY_DN32882_c0_g1_i1,264,0.458333
TRINITY_DN32895_c0_g1_i1,700,0.4
TRINITY_DN32915_c0_g1_i1,61,0
TRINITY_DN32915_c0_g1_i1,87,0.458333
TRINITY_DN32915_c0_g1_i1,316,0.5
TRINITY_DN32915_c0_g1_i1,328,0.325
TRINITY_DN32915_c0_g1_i1,340,0.4
TRINITY_DN32953_c0_g1_i1,167,0.125
TRINITY_DN32953_c0_g2_i1,143,0.525
TRINITY_DN32953_c0_g2_i1,155,0
TRINITY_DN33015_c0_g1_i1,892,0.233333
TRINITY_DN33015_c0_g1_i1,922,0.233333
TRINITY_DN33015_c0_g1_i1,949,0.325
TRINITY_DN33015_c0_g1_i1,952,0.4
TRINITY_DN33015_c0_g1_i1,974,0.233333
TRINITY_DN33015_c0_g1_i1,979,0.325
TRINITY_DN33015_c0_g1_i1,982,0.325
TRINITY_DN33015_c0_g1_i1,991,0.233333
TRINITY_DN33015_c0_g1_i1,992,0.233333
TRINITY_DN33024_c0_g1_i1,631,0.458333
TRINITY_DN33024_c0_g1_i1,749,0.525
TRINITY_DN33024_c0_g1_i1,824,0.125
TRINITY_DN33024_c0_g1_i1,845,0
TRINITY_DN33024_c0_g1_i1,851,0.5
TRINITY_DN33024_c0_g1_i1,881,0.125
TRINITY_DN33061_c0_g1_i1,241,0.325
TRINITY_DN33061_c0_g1_i1,318,0
TRINITY_DN33061_c0_g1_i1,371,0.233333
TRINITY_DN33061_c0_g1_i1,423,0
TRINITY_DN33061_c0_g1_i1,535,0.4
TRINITY_DN33061_c0_g1_i1,545,0.4
TRINITY_DN33061_c0_g1_i1,658,0.325
TRINITY_DN33085_c0_g1_i1,132,0.125
TRINITY_DN33141_c0_g2_i1,214,0.4
TRINITY_DN33141_c0_g2_i1,279,0.325
TRINITY_DN33141_c0_g2_i1,444,0.125
TRINITY_DN33188_c0_g2_i1,110,0
TRINITY_DN33188_c0_g2_i1,371,0
TRINITY_DN33196_c0_g1_i1,48,0.458333
TRINITY_DN33196_c0_g1_i1,267,0
TRINITY_DN33196_c0_g1_i1,273,0
TRINITY_DN33196_c0_g1_i1,1020,0.5
TRINITY_DN33196_c0_g1_i1,1047,0.233333
TRINITY_DN33196_c0_g1_i1,1089,0.233333
TRINITY_DN33196_c0_g1_i1,1092,0.125
TRINITY_DN33306_c0_g2_i1,266,0.5
TRINITY_DN33306_c0_g2_i1,700,0.233333
TRINITY_DN33306_c0_g2_i1,784,0.233333
TRINITY_DN33306_c0_g2_i1,785,0.525
TRINITY_DN33306_c0_g2_i1,789,0
TRINITY_DN33306_c0_g2_i1,852,0
TRINITY_DN33306_c0_g2_i1,853,0
TRINITY_DN33350_c0_g1_i1,774,0.5
TRINITY_DN33350_c0_g1_i1,828,0.5
TRINITY_DN33350_c0_g1_i1,1041,0.125
TRINITY_DN33350_c0_g1_i1,1047,0.5
TRINITY_DN33352_c0_g1_i1,138,0.325
TRINITY_DN33381_c0_g1_i1,92,0.458333
TRINITY_DN33381_c0_g1_i1,400,0.125
TRINITY_DN33381_c0_g1_i1,406,0
TRINITY_DN33381_c0_g1_i1,446,0.125
TRINITY_DN33389_c1_g1_i1,219,0.325
TRINITY_DN33389_c1_g1_i1,330,0.125
TRINITY_DN33389_c1_g1_i1,508,0.125
TRINITY_DN33397_c1_g1_i2,116,0
TRINITY_DN33397_c1_g1_i2,122,0
TRINITY_DN33397_c1_g1_i2,134,0
TRINITY_DN33397_c1_g1_i2,149,0.125
TRINITY_DN33397_c1_g1_i2,156,0
TRINITY_DN33397_c1_g1_i2,158,0
TRINITY_DN33397_c1_g1_i2,164,0
TRINITY_DN33397_c1_g1_i2,170,0
TRINITY_DN33397_c1_g1_i2,176,0
TRINITY_DN33397_c1_g1_i2,179,0
TRINITY_DN33397_c1_g1_i2,187,0
TRINITY_DN33397_c1_g1_i2,191,0
TRINITY_DN33397_c1_g1_i2,194,0
TRINITY_DN33397_c1_g1_i2,197,0
TRINITY_DN33397_c1_g1_i2,198,0
TRINITY_DN33397_c1_g1_i2,201,0
TRINITY_DN33397_c1_g1_i2,203,0
TRINITY_DN33397_c1_g1_i2,205,0
TRINITY_DN33397_c1_g1_i2,223,0
TRINITY_DN33397_c2_g4_i1,208,0
TRINITY_DN33397_c2_g4_i1,249,0.5
TRINITY_DN33443_c0_g1_i1,1169,0.233333
TRINITY_DN33523_c0_g1_i1,989,0.125
TRINITY_DN33523_c0_g1_i1,993,0.125
TRINITY_DN33523_c0_g1_i1,1093,0.125
TRINITY_DN33523_c0_g1_i1,1165,0.233333
TRINITY_DN33523_c0_g1_i1,1166,0.525
TRINITY_DN33538_c0_g1_i2,89,0.458333
TRINITY_DN33648_c0_g1_i1,92,0
TRINITY_DN33663_c0_g1_i1,373,0.4
TRINITY_DN33663_c0_g1_i2,416,0
TRINITY_DN33675_c0_g1_i1,105,0
TRINITY_DN33675_c0_g1_i1,389,0
TRINITY_DN33675_c0_g1_i1,760,0
TRINITY_DN33675_c0_g1_i1,853,0
TRINITY_DN33675_c0_g1_i1,910,0
TRINITY_DN33675_c0_g1_i1,1029,0
TRINITY_DN33723_c0_g1_i1,358,0.525
TRINITY_DN33723_c0_g1_i1,481,0
TRINITY_DN33723_c0_g1_i1,606,0.325
TRINITY_DN33723_c0_g1_i1,644,0.325
TRINITY_DN33723_c0_g1_i1,856,0.233333
TRINITY_DN33723_c0_g1_i1,867,0.125
TRINITY_DN33723_c0_g1_i1,903,0.233333
TRINITY_DN33723_c0_g1_i1,926,0
TRINITY_DN33723_c0_g1_i1,1003,0.125
TRINITY_DN33723_c0_g1_i1,1004,0.233333
TRINITY_DN33723_c0_g1_i1,1135,0.125
TRINITY_DN33727_c0_g1_i3,72,0.525
TRINITY_DN33742_c1_g2_i1,203,0.458333
TRINITY_DN33742_c1_g2_i1,366,0.125
TRINITY_DN33742_c1_g2_i1,368,0.125
TRINITY_DN33778_c0_g1_i1,281,0.233333
TRINITY_DN33780_c0_g1_i1,94,0.5
