NUM,CHROM,BIN_START,N_SNPS,TajimaD
440,TRINITY_DN4553_c0_g1_i1,0,1,-0.238189
441,TRINITY_DN45999_c1_g1_i1,0,6,-0.127092
442,TRINITY_DN46002_c0_g1_i1,0,4,-0.622093
443,TRINITY_DN46010_c1_g1_i1,0,3,-0.0540396
444,TRINITY_DN46068_c0_g1_i1,0,1,-0.439604
445,TRINITY_DN46139_c0_g1_i1,0,2,-1.46443
446,TRINITY_DN46320_c0_g1_i1,0,5,-0.482808
447,TRINITY_DN46875_c0_g1_i1,0,2,-1.16435
448,TRINITY_DN46953_c0_g1_i1,0,1,-1.1028
449,TRINITY_DN47110_c0_g1_i1,0,2,-0.642471
450,TRINITY_DN47339_c0_g1_i1,0,5,-1.9892
451,TRINITY_DN50125_c0_g1_i1,0,1,-1.1028
452,TRINITY_DN52355_c1_g1_i1,0,2,-1.46443
453,TRINITY_DN52358_c0_g1_i1,0,1,-0.650843
454,TRINITY_DN52480_c0_g1_i1,0,1,-0.871907
455,TRINITY_DN52549_c1_g1_i1,0,1,-1.1028
456,TRINITY_DN52766_c0_g1_i1,0,11,-1.67189
457,TRINITY_DN5330_c0_g1_i1,0,4,-0.406394
458,TRINITY_DN53643_c0_g1_i1,0,7,-1.50969
459,TRINITY_DN54038_c0_g1_i1,0,1,-1.1028
460,TRINITY_DN57820_c0_g1_i1,0,1,-1.1028
461,TRINITY_DN57891_c0_g1_i1,0,3,-0.371356
462,TRINITY_DN58010_c0_g1_i1,0,2,-1.02409
463,TRINITY_DN58176_c0_g1_i1,0,4,-0.655278
464,TRINITY_DN58675_c0_g1_i1,0,1,-0.871907
465,TRINITY_DN59230_c0_g1_i1,0,6,-0.589438
466,TRINITY_DN59863_c0_g2_i1,0,2,-0.342391
467,TRINITY_DN632_c1_g1_i1,0,2,-1.46443
468,TRINITY_DN694_c0_g1_i1,0,4,0.0892994
469,TRINITY_DN6019_c0_g1_i1,0,3,-1.23768
470,TRINITY_DN62292_c0_g1_i1,0,2,0.0979433
471,TRINITY_DN63774_c0_g1_i1,0,2,-0.319559
472,TRINITY_DN63830_c1_g1_i1,0,2,-1.02409
473,TRINITY_DN63872_c0_g1_i1,0,2,-1.15782
474,TRINITY_DN64050_c1_g1_i1,0,2,-0.642471
475,TRINITY_DN64278_c1_g1_i1,0,1,1.32891
476,TRINITY_DN64588_c0_g1_i1,0,1,-1.1028
477,TRINITY_DN64808_c0_g1_i1,0,1,0.135164
478,TRINITY_DN6691_c0_g1_i1,0,1,-0.439604
479,TRINITY_DN66159_c0_g1_i1,0,2,1.63422
480,TRINITY_DN66408_c0_g1_i1,0,2,0.766599
481,TRINITY_DN6868_c0_g1_i1,0,1,1.70718
482,TRINITY_DN69804_c0_g1_i1,0,5,-0.920549
483,TRINITY_DN69892_c1_g1_i1,0,2,0.153393
484,TRINITY_DN69933_c0_g1_i1,0,1,0.763969
485,TRINITY_DN763_c0_g1_i1,0,4,-1.29408
486,TRINITY_DN70034_c0_g1_i1,0,2,0.95578
487,TRINITY_DN70141_c0_g1_i1,0,1,-0.238189
488,TRINITY_DN70169_c0_g1_i1,0,1,-0.871907
489,TRINITY_DN70423_c0_g1_i1,0,1,1.54998
490,TRINITY_DN7422_c0_g1_i1,0,1,-0.871907
491,TRINITY_DN7481_c0_g1_i1,0,1,-0.871907
492,TRINITY_DN7583_c0_g1_i1,0,1,-0.650843
493,TRINITY_DN7816_c0_g1_i1,0,11,-1.01759
494,TRINITY_DN7901_c0_g1_i1,0,2,-1.46443
495,TRINITY_DN7958_c0_g1_i1,0,4,-0.860607
496,TRINITY_DN838_c0_g1_i1,0,3,-0.250473
497,TRINITY_DN8796_c0_g1_i1,0,3,-0.00870865
498,TRINITY_DN9352_c1_g1_i1,0,7,-1.1863
